transaction_number,amount,item
4092,1,Cake Of The Day
4092,1,Pistachio Croissant
4093,1,Pain Au Chocolat
4093,1,Almond Croisant
4093,1,Americano Iced
4093,1,Cappucino Iced
4094,1,Latte Iced
4094,2,Cake Of The Day
4095,1,Latte Hot
4095,1,Latte Iced
4096,1,Latte Hot
4096,1,Cake Of The Day
4097,1,V60
4098,1,Cake Of The Day
4098,1,Latte Iced
4098,1,Latte Iced
4099,1,Cappucino Hot
4100,1,Latte Iced
4100,1,Cappucino Iced
4100,1,Americano Iced
4100,1,Almond Croisant
4101,1,Latte Iced
4102,1,Latte Iced
4103,1,Cappucino Hot
4103,1,Decaf Coffee
4104,1,Cappucino Hot
4104,1,Brownies
4108,1,Mochaccino Iced
4110,3,Latte Iced
4112,1,Latte Iced
4113,1,Almond Croisant
4116,1,Almond Croisant
4116,1,Almond Croisant
4116,3,Latte Iced
4116,1,Mochaccino Iced
4117,1,Americano Iced
4117,1,Americano Iced
4119,1,Americano Iced
4122,1,EspressoHot
4128,1,Cake Of The Day
4129,1,Mochaccino Iced
4130,1,Cappucino Iced
4132,1,Latte Iced
4134,3,Americano Iced
4135,1,Americano Hot
4135,1,Cappucino Iced
4135,1,Cappucino Hot
4135,1,Cold Brew
4137,1,V60
4137,1,V60
4137,1,LatteIce
4137,1,Cake Of The Day
4138,1,V60
4138,1,Latte Hot
4139,1,Latte Iced
4139,1,Cake Of The Day
4139,1,Cake Of The Day
4144,1,Latte Iced
4146,1,Americano Iced
4147,1,Brownies
4149,1,Pistachio Croissant
4149,1,Latte Iced
4150,1,Latte Iced
4151,1,V60
4152,1,Cappucino Hot
4153,1,Pistachio Croissant
4153,1,Americano Iced
4156,1,Cold Brew
4156,1,Mochaccino Hot
4156,1,Pistachio Croissant
4157,1,Latte Iced
4158,1,Longblack Iced
4159,1,Flat White Iced
4159,1,Cake Of The Day
4161,1,Almond Croisant
4161,1,Cappucino Iced
4162,1,Cold Brew
4162,1,Plain Croisant
4163,1,Latte Iced
4164,2,Latte Iced
4164,1,Flat White Iced
4165,1,Latte Iced
4166,1,Latte Iced
4167,1,Latte Iced
4167,1,Mochaccino Iced
4168,1,Mochaccino Hot
4168,1,Americano Iced
4168,1,Latte Iced
4169,1,Latte Iced
4169,1,Almond Croisant
4170,1,Flat White Hot
4172,1,V60
4173,1,Latte Iced
4174,1,Latte Hot
4174,1,Pistachio Croissant
4174,1,Plain Croisant
4175,1,Cappucino Iced
4175,1,Cookies
4176,1,Latte Iced
4176,1,Latte Hot
4178,1,Cappucino Iced
4178,1,Cake Of The Day
4183,1,Latte Hot
4184,1,Cappucino Iced
4188,1,Almond Croisant
4189,1,Pain Au Chocolat
4190,1,Latte Iced
4193,1,Latte Iced
4193,1,Americano Iced
4193,1,Latte Iced
4194,2,Americano Iced
4194,1,Pistachio Croissant
4195,1,Latte Hot
4195,1,Latte Hot
4195,1,V60
4195,1,Americano Hot
4195,1,Latte Iced
4195,1,Latte Iced
4198,1,Latte Hot
4200,1,Pain Au Chocolat
4200,1,Latte Iced
4200,1,Latte Iced
4200,1,Pain Au Chocolat
4202,1,Latte Iced
4203,1,Americano Hot
4204,1,Cake Of The Day
4205,1,Latte Iced
4206,1,Latte Iced
4207,1,Cappucino Hot
4207,2,Cold Brew
4208,1,Cold Brew
4209,1,V60
4209,1,V60
4210,1,Pistachio Croissant
4210,1,Latte Iced
4211,1,Latte Hot
4213,1,Almond Croisant
4213,1,Latte Iced
4214,1,Pistachio Croissant
4214,1,Latte Iced
4214,1,V60
4214,1,Longblack Iced
4215,1,Latte Iced
4215,1,Cold Brew
4216,1,Cappucino Hot
4216,1,V60
4219,1,Latte Iced
4219,1,Almond Croisant
4220,1,V60
4220,1,Cappucino Hot
4220,1,Almond Croisant
4220,1,Brownies
4223,1,Latte Iced
4223,1,Almond Croisant
4223,1,Cookies
4223,1,Pistachio Croissant
4223,1,Americano Iced
4225,1,Americano Iced
4226,1,Pain Au Chocolat
4226,1,V60
4226,1,Cappucino Hot
4227,1,Americano Iced
4229,1,Cappucino Hot
4229,1,Cappucino Hot
4231,1,Americano Iced
4231,1,Pistachio Croissant
4231,1,Pain Au Chocolat
4231,1,Plain Croisant
4232,1,Cold Brew
4233,2,Latte Iced
4234,1,Latte Hot
4234,1,Americano Hot
4234,1,Plain Croisant
4235,1,Cappucino Hot
4237,1,Cold Brew
4237,2,Latte Hot
4237,1,Kuign-amann
4239,1,Americano Hot
4239,1,Latte Hot
4239,1,Latte Hot
4240,1,Pain Au Chocolat
4243,1,Cappucino Hot
4243,1,Plain Croisant
4244,1,Latte Hot
4245,1,Latte Iced
4245,1,Latte Hot
4245,1,PiccoloHot
4246,1,Almond Croisant
4248,1,Kuign-amann
4251,1,Cappucino Hot
4251,1,Plain Croisant
4252,1,Cappucino Hot
4252,1,Cappucino Hot
4253,1,Latte Iced
4254,1,PiccoloHot
4254,1,Latte Hot
4254,1,Cake Of The Day
4255,1,Cappucino Hot
4255,1,Cake Of The Day
4255,1,Cake Of The Day
4257,1,Cappucino Hot
4258,2,Latte Iced
4258,1,Americano Iced
4258,1,Americano Hot
4258,1,Almond Croisant
4258,1,Pistachio Croissant
4258,1,Cake Of The Day
4258,1,Cake Of The Day
4259,1,Pistachio Croissant
4261,2,Latte Iced
4262,2,Americano Iced
4262,1,Americano Hot
4262,1,Plain Croisant
4262,1,Kuign-amann
4262,1,Cake Of The Day
4263,1,Americano Hot
4264,1,Cake Of The Day
4264,1,Latte Iced
4265,3,Cake Of The Day
4265,1,LatteIce
4266,1,Plain Croisant
4266,1,Flat White Hot
4267,1,Americano Hot
4267,1,Cappucino Hot
4267,1,Cake Of The Day
4268,1,PiccoloHot
4268,1,Cappucino Hot
4269,1,Cappucino Hot
4269,1,Cappucino Iced
4270,1,Cappucino Hot
4270,1,V60
4271,1,Longblack Iced
4271,1,Cake Of The Day
4271,1,Almond Croisant
4273,1,Cappucino Hot
4274,1,Cappucino Hot
4275,1,Latte Iced
4275,1,Latte Iced
4275,1,Brownies
4276,1,Cappucino Iced
4276,1,Cake Of The Day
4277,1,Cold Brew
4280,1,PiccoloHot
4280,1,Flat White Iced
4281,1,Latte Iced
4285,1,Americano Iced
4285,1,Americano Iced
4285,1,Cake Of The Day
4285,1,Latte Iced
4286,2,Latte Iced
4286,1,Latte Iced
4286,1,Cake Of The Day
4288,1,V60
4290,2,Flat White Hot
4292,1,Cappucino Iced
4293,1,Cappucino Iced
4294,1,Cappucino Hot
4294,1,Plain Croisant
4295,1,Latte Iced
4295,1,Cake Of The Day
4299,1,Latte Iced
4299,1,Cookies
4299,1,Cookies
4302,1,Latte Hot
4303,1,Cappucino Hot
4304,1,Latte Iced
4305,1,Mochaccino Iced
4308,1,Latte Hot
4308,1,Americano Hot
4308,1,Latte Hot
4309,1,Latte Iced
4310,1,Pistachio Croissant
4310,1,Cappucino Iced
4311,1,V60
4311,2,Cappucino Hot
4313,1,Latte Iced
4313,1,Longblack Iced
4313,1,Cake Of The Day
4316,1,V60
4318,1,Cappucino Hot
4319,1,Flat White Hot
4323,1,V60
4323,1,Latte Iced
4326,1,Cake Of The Day
4326,1,Cake Of The Day
4326,1,Longblack Iced
4327,1,Cappucino Hot
4329,1,Americano Hot
4329,1,Almond Croisant
4329,1,Pistachio Croissant
4329,1,Cake Of The Day
4330,1,Latte Iced
4330,1,Latte Iced
4330,1,V60
4332,1,Latte Hot
4333,1,Cappucino Hot
4333,1,Cappucino Iced
4335,1,Longblack Iced
4338,1,Americano Iced
4339,1,Americano Iced
4339,1,Latte Iced
4342,1,Latte Iced
4342,1,Almond Croisant
4343,1,Americano Iced
4344,1,Americano Iced
4344,1,Americano Iced
4345,1,Cappucino Iced
4345,1,Americano Iced
4346,1,Almond Croisant
4349,1,Longblack Iced
4349,1,Decaf Coffee
4351,1,Latte Hot
4353,1,Brownies
4353,1,Americano Hot
4353,1,Latte Iced
4353,1,Cake Of The Day
4358,1,Pistachio Croissant
4358,1,Cappucino Iced
4360,1,Almond Croisant
4362,1,Americano Iced
4363,1,Latte Hot
4364,1,Almond Croisant
4367,1,Latte Iced
4367,1,Latte Iced
4370,1,Americano Iced
4370,2,Plain Croisant
4371,1,Latte Iced
4373,1,Latte Hot
4373,1,Latte Hot
4373,1,Latte Hot
4373,1,V60
4373,1,Latte Hot
4377,1,Cake Of The Day
4378,1,LatteIce
4379,1,Mochaccino Iced
4379,1,Mochaccino Iced
4379,1,LatteIce
4379,1,Flat White Iced
4379,1,Latte Iced
4379,1,Latte Iced
4379,1,Decaf Coffee
4379,1,Americano Iced
4381,1,Latte Iced
4381,1,Cake Of The Day
4382,1,Latte Iced
4382,1,Pistachio Croissant
4383,1,Almond Croisant
4383,1,Pain Au Chocolat
4384,1,V60
4384,2,Americano Iced
4384,1,Americano Iced
4386,1,Latte Iced
4386,1,LatteIce
4387,1,Mochaccino Iced
4387,1,Brownies
4387,1,Cookies
4388,1,Americano Iced
4388,1,Americano Iced
4388,1,Pistachio Croissant
4389,1,Cake Of The Day
4390,1,V60
4391,1,Latte Iced
4391,1,Cold Brew
4393,1,Decaf Coffee
4394,1,Kuign-amann
4394,1,Cake Of The Day
4394,1,Latte Hot
4394,1,LatteIce
4395,1,Brownies
4395,1,Almond Croisant
4395,1,Flat White Iced
4396,1,Cappucino Iced
4397,1,Latte Iced
4398,1,V60
4398,1,Cake Of The Day
4401,1,Latte Iced
4401,1,Americano Iced
4402,1,Pain Au Chocolat
4402,1,Cappucino Hot
4403,1,Americano Hot
4403,1,Cappucino Iced
4403,1,Latte Iced
4403,1,Cappucino Hot
4403,1,Longblack Hot
4404,1,Almond Croisant
4405,1,Latte Iced
4405,1,Latte Hot
4405,2,Pain Au Chocolat
4406,1,Americano Iced
4408,2,Cold Brew
4409,1,V60
4413,1,V60
4414,1,Cappucino Iced
4414,1,Pain Au Chocolat
4414,1,Brownies
4414,1,Latte Iced
4414,1,Cookies
4415,1,LatteIce
4415,1,Latte Iced
4417,1,Almond Croisant
4419,1,Flat White Hot
4419,1,Mochaccino Iced
4419,1,Pain Au Chocolat
4420,1,Cappucino Hot
4420,1,Pain Au Chocolat
4421,1,Cappucino Hot
4421,1,Latte Hot
4422,1,Cappucino Hot
4424,1,Cappucino Iced
4427,1,Cappucino Iced
4429,1,V60
4429,1,Latte Iced
4430,1,Almond Croisant
4431,1,Cake Of The Day
4431,1,Latte Hot
4433,2,Cappucino Hot
4434,1,Latte Hot
4435,1,Cappucino Hot
4435,1,V60
4435,1,V60
4435,1,Pain Au Chocolat
4436,1,Americano Hot
4436,1,Kuign-amann
4436,1,Plain Croisant
4436,1,Plain Croisant
4438,1,V60
4438,1,Pain Au Chocolat
4438,1,Brownies
4439,1,Americano Hot
4439,1,Latte Iced
4439,1,Plain Croisant
4446,1,Flat White Hot
4448,1,Americano Iced
4448,1,Decaf Coffee
4448,1,Plain Croisant
4449,1,Latte Hot
4449,1,Latte Hot
4450,2,Latte Hot
4450,1,Latte Hot
4450,1,Latte Iced
4450,1,Latte Hot
4453,1,LatteIce
4453,1,Longblack Hot
4456,1,V60
4457,1,Plain Croisant
4457,1,Pistachio Croissant
4457,1,Flat White Hot
4457,1,Americano Hot
4459,1,Latte Iced
4459,1,Cappucino Hot
4459,1,Latte Hot
4461,1,Latte Iced
4464,2,Cappucino Hot
4464,1,Latte Hot
4464,1,Longblack Hot
4464,1,Latte Iced
4467,1,Latte Hot
4469,1,Latte Iced
4470,2,Latte Hot
4472,1,Latte Hot
4476,2,Americano Hot
4476,1,Almond Croisant
4477,1,Cappucino Hot
4477,1,Pain Au Chocolat
4477,1,Plain Croisant
4478,1,Plain Croisant
4480,1,Cold Brew
4483,1,Latte Hot
4483,1,Pistachio Croissant
4485,1,V60
4487,1,Latte Hot
4487,1,Latte Hot
4488,1,Cappucino Hot
4491,1,Pistachio Croissant
4491,1,Pain Au Chocolat
4493,1,Mochaccino Iced
4495,1,V60
4495,1,V60
4495,1,Longblack Iced
4496,1,Latte Iced
4497,1,Latte Iced
4497,1,Cappucino Hot
4497,1,Latte Hot
4498,1,Almond Croisant
4498,1,Flat White Hot
4499,1,LatteIce
4500,1,Latte Iced
4503,1,Cappucino Hot
4503,1,Latte Iced
4504,1,Americano Iced
4504,1,Plain Croisant
4508,1,Cold Brew
4509,1,Cappucino Hot
4509,1,EspressoHot
4513,1,Flat White Hot
4514,1,Latte Iced
4514,1,Decaf Coffee
4515,1,Latte Iced
4516,1,Cappucino Iced
4516,1,Almond Croisant
4518,1,Latte Iced
4518,1,Americano Iced
4519,1,Almond Croisant
4519,1,Plain Croisant
4519,1,Americano Iced
4520,1,Pain Au Chocolat
4523,1,Latte Hot
4524,1,Americano Iced
4524,1,V60
4529,1,Latte Iced
4529,1,Americano Hot
4530,1,V60
4532,1,Americano Iced
4532,1,V60
4532,1,Cold Brew
4533,1,Latte Iced
4533,1,Latte Iced
4533,1,Longblack Iced
4535,1,Latte Hot
4535,1,Latte Hot
4536,1,Plain Croisant
4537,1,Latte Iced
4538,1,Latte Iced
4538,1,Latte Iced
4538,1,Almond Croisant
4539,1,Americano Iced
4541,1,Americano Iced
4541,1,Longblack Iced
4541,1,V60
4541,1,V60
4541,1,Latte Iced
4541,2,Cappucino Iced
4541,1,V60
4542,1,Latte Iced
4543,1,Cold Brew
4543,1,Latte Hot
4544,1,Americano Iced
4546,1,Cappucino Hot
4546,1,Cake Of The Day
4549,3,Latte Iced
4549,1,Longblack Hot
4555,1,V60
4555,1,V60
4557,1,Plain Croisant
4558,1,Latte Iced
4559,1,Latte Iced
4561,1,Cappucino Hot
4563,1,Flat White Hot
4564,1,Almond Croisant
4564,1,Cake Of The Day
4564,1,Latte Iced
4565,1,Latte Iced
4566,1,Americano Iced
4566,1,Cappucino Iced
4568,1,Flat White Hot
4569,1,Cappucino Iced
4569,1,Mochaccino Iced
4570,1,Latte Hot
4571,1,V60
4571,1,Longblack Iced
4572,1,V60
4573,1,Cappucino Hot
4573,1,V60
4574,1,Americano Iced
4574,1,Mochaccino Hot
4574,1,Almond Croisant
4576,1,Flat White Hot
4576,1,Cappucino Hot
4578,1,Latte Iced
4578,2,Cappucino Hot
4578,1,Americano Hot
4578,2,Almond Croisant
4578,1,Plain Croisant
4578,1,Pain Au Chocolat
4580,1,V60
4580,1,Almond Croisant
4581,1,Plain Croisant
4581,1,Americano Iced
4584,2,Latte Hot
4584,1,V60
4584,1,Almond Croisant
4584,1,Almond Croisant
4588,1,Cappucino Hot
4588,1,Latte Hot
4588,1,Almond Croisant
4589,1,Cappucino Hot
4590,1,Americano Hot
4590,1,Cappucino Hot
4590,1,Almond Croisant
4593,1,Cappucino Hot
4593,1,Plain Croisant
4594,1,Latte Iced
4595,1,Latte Hot
4596,1,Cake Of The Day
4596,1,Latte Hot
4597,1,Cake Of The Day
4599,1,Americano Hot
4600,1,Flat White Hot
4600,1,Flat White Hot
4600,1,Cappucino Hot
4600,1,Plain Croisant
4600,1,Almond Croisant
4600,1,Flat White Hot
4600,1,Flat White Hot
4602,1,Flat White Hot
4602,1,Latte Hot
4602,1,Pain Au Chocolat
4603,1,Plain Croisant
4603,1,Latte Iced
4603,1,Latte Iced
4603,1,Longblack Iced
4604,1,PiccoloHot
4604,1,Cake Of The Day
4607,1,Flat White Hot
4607,1,Flat White Hot
4609,1,Cappucino Hot
4609,1,Cappucino Iced
4610,1,Cold Brew
4613,1,Cappucino Hot
4614,1,Latte Iced
4614,1,V60
4617,1,Latte Iced
4617,1,Mochaccino Iced
4617,1,Cappucino Hot
4617,1,Americano Hot
4617,1,Cappucino Hot
4617,1,Almond Croisant
4620,1,Flat White Iced
4620,1,Cappucino Iced
4620,1,PiccoloHot
4621,1,Flat White Hot
4621,1,Flat White Hot
4621,1,Flat White Hot
4621,1,Cappucino Hot
4622,1,Cappucino Hot
4622,1,Cappucino Iced
4625,1,Flat White Hot
4626,1,Latte Hot
4627,1,Cappucino Hot
4631,1,V60
4633,1,Cappucino Iced
4634,1,Cappucino Hot
4634,2,Almond Croisant
4638,1,Cappucino Hot
4638,2,Cappucino Iced
4638,1,Cold Brew
4639,1,Americano Iced
4640,1,Cappucino Hot
4641,1,Americano Iced
4642,1,Cappucino Hot
4642,1,Cappucino Iced
4643,1,Pain Au Chocolat
4646,1,PiccoloHot
4647,1,Americano Iced
4650,1,Americano Hot
4650,1,Cappucino Iced
4650,1,Latte Iced
4651,1,Latte Iced
4651,2,Americano Iced
4652,1,Flat White Hot
4652,1,Cake Of The Day
4652,1,Flat White Iced
4654,1,Americano Iced
4654,1,Cappucino Iced
4655,1,Longblack Hot
4656,1,Latte Iced
4657,1,Latte Iced
4657,1,Plain Croisant
4661,1,Cake Of The Day
4663,1,V60
4663,1,Latte Iced
4664,2,Latte Hot
4664,1,Americano Hot
4665,1,Americano Iced
4665,1,Pistachio Croissant
4665,1,Cake Of The Day
4665,1,Latte Iced
4667,1,Almond Croisant
4668,1,Cappucino Iced
4669,1,Latte Iced
4670,1,Latte Iced
4671,1,V60
4674,1,Latte Iced
4675,1,Latte Hot
4676,1,V60
4677,2,Latte Iced
4677,1,Latte Iced
4677,1,Latte Iced
4677,1,V60
4677,1,Cake Of The Day
4678,1,Latte Iced
4679,1,V60
4680,1,Latte Iced
4680,1,V60
4681,1,Cake Of The Day
4681,1,Flat White Hot
4681,1,Latte Iced
4682,1,Cappucino Hot
4682,1,Cappucino Iced
4684,1,Cake Of The Day
4686,1,Latte Hot
4686,2,Latte Iced
4686,1,Cappucino Iced
4686,1,Latte Iced
4687,1,Cappucino Hot
4687,1,Cappucino Iced
4690,1,Latte Iced
4690,1,Cake Of The Day
4691,1,V60
4691,2,LatteIce
4691,1,Longblack Hot
4691,1,Cold Brew
4694,2,Cake Of The Day
4697,1,Latte Iced
4697,1,Latte Iced
4697,1,Decaf Coffee
4697,1,Pistachio Croissant
4698,1,Cake Of The Day
4698,1,Cake Of The Day
4698,1,Plain Croisant
4698,1,Cappucino Hot
4698,1,PiccoloHot
4699,1,Longblack Hot
4701,1,Latte Hot
4701,1,Latte Iced
4703,1,Americano Iced
4703,1,Latte Iced
4705,1,V60
4705,1,Cappucino Hot
4705,1,Pistachio Croissant
4708,1,Americano Hot
4708,1,Latte Iced
4708,1,Almond Croisant
4708,4,Almond Croisant
4708,4,Pistachio Croissant
4708,1,Brownies
4708,1,Cookies
4711,1,Cappucino Hot
4711,1,V60
4711,1,Cake Of The Day
4711,2,Cappucino Hot
4712,1,Latte Hot
4713,1,V60
4717,1,Cappucino Iced
4718,1,Latte Hot
4718,1,Pain Au Chocolat
4719,1,Pistachio Croissant
4722,1,EspressoHot
4722,1,LatteIce
4724,1,Cappucino Hot
4724,1,V60
4727,1,Almond Croisant
4727,1,Mochaccino Iced
4727,1,Latte Iced
4727,1,Latte Hot
4727,1,Almond Croisant
4728,1,Almond Croisant
4729,1,Latte Hot
4730,1,Cappucino Hot
4730,1,Cappucino Iced
4730,1,Americano Hot
4731,1,Pistachio Croissant
4733,1,Cappucino Hot
4734,1,Cappucino Iced
4734,1,V60
4736,2,Latte Iced
4736,1,Cake Of The Day
4737,1,Latte Hot
4737,1,Cappucino Hot
4737,1,Plain Croisant
4737,1,Cake Of The Day
4738,1,Longblack Iced
4738,1,Decaf Coffee
4738,1,Brownies
4739,1,Cappucino Hot
4740,2,Latte Iced
4741,1,Cappucino Hot
4741,1,Latte Iced
4745,1,Cappucino Hot
4746,1,Latte Iced
4748,2,Latte Iced
4752,1,Cappucino Hot
4756,1,Latte Hot
4756,1,Almond Croisant
4757,1,Cappucino Hot
4758,1,EspressoHot
4758,1,Decaf Coffee
4758,1,Cappucino Hot
4759,1,Latte Iced
4759,1,Flat White Iced
4760,1,V60
4762,2,Cappucino Iced
4765,1,Cappucino Hot
4767,1,Latte Iced
4769,1,Cappucino Iced
4770,1,Cappucino Hot
4770,1,Plain Croisant
4770,1,Pain Au Chocolat
4771,1,Cookies
4772,1,Latte Iced
4772,2,Cake Of The Day
4774,1,Cookies
4774,1,Cappucino Iced
4775,1,Americano Iced
4775,1,Decaf Coffee
4778,2,Cake Of The Day
4778,1,Americano Iced
4778,1,Latte Iced
4778,1,Latte Iced
4778,1,Latte Iced
4781,2,LatteIce
4782,1,Cake Of The Day
4783,1,Latte Iced
4784,1,Latte Iced
4785,1,Cappucino Hot
4785,1,Americano Iced
4786,1,Cappucino Hot
4786,1,Latte Hot
4786,1,Pain Au Chocolat
4788,1,Pistachio Croissant
4789,1,Flat White Hot
4789,1,Flat White Iced
4789,1,Americano Iced
4790,1,Cappucino Hot
4790,1,Latte Hot
4790,1,Latte Iced
4790,1,Mochaccino Iced
4791,1,Latte Hot
4791,1,Decaf Coffee
4791,1,Latte Iced
4792,2,Latte Iced
4792,1,Cappucino Hot
4797,2,Latte Iced
4797,1,Brownies
4798,2,Americano Iced
4798,1,Cake Of The Day
4798,1,Cake Of The Day
4799,1,Cake Of The Day
4800,1,Latte Iced
4802,1,Cake Of The Day
4802,4,Latte Iced
4802,1,Pain Au Chocolat
4802,1,Cappucino Hot
4804,1,Cappucino Hot
4805,2,Latte Iced
4805,1,V60
4805,1,Pistachio Croissant
4805,1,Pain Au Chocolat
4806,1,Latte Iced
4807,1,Americano Iced
4808,1,Latte Iced
4808,1,Cappucino Hot
4809,1,Latte Hot
4811,1,Cappucino Hot
4811,1,Pistachio Croissant
4812,1,Latte Iced
4814,1,Americano Hot
4814,1,Americano Iced
4815,1,Americano Iced
4815,1,Cookies
4816,1,Latte Iced
4818,1,Latte Hot
4821,1,Americano Iced
4822,1,Latte Iced
4823,1,Latte Iced
4823,1,Latte Iced
4824,1,Latte Iced
4824,1,Decaf Coffee
4825,1,Cappucino Hot
4825,1,PiccoloHot
4825,1,Latte Hot
4825,1,Cookies
4826,1,Latte Iced
4829,1,Latte Hot
4829,2,Latte Hot
4829,1,Latte Hot
4829,1,Plain Croisant
4829,1,Pistachio Croissant
4829,1,Brownies
4829,1,Pain Au Chocolat
4833,1,Americano Hot
4833,1,Cappucino Hot
4833,1,Pistachio Croissant
4835,2,PiccoloHot
4835,1,Cappucino Hot
4835,1,Pistachio Croissant
4840,1,Pistachio Croissant
4841,1,Latte Iced
4841,1,Pain Au Suisse
4842,1,Latte Iced
4843,1,Brownies
4844,1,Latte Iced
4845,1,Plain Croisant
4846,1,Americano Iced
4846,1,Americano Iced
4847,1,Brownies
4850,1,Cake Of The Day
4850,1,Americano Iced
4853,1,Latte Iced
4854,1,Cake Of The Day
4854,1,Cappucino Iced
4854,1,Americano Iced
4856,1,Cappucino Iced
4856,1,Cappucino Iced
4858,1,Cappucino Hot
4858,1,Plain Croisant
4860,1,Americano Iced
4861,1,Latte Hot
4861,1,Decaf Coffee
4861,1,Latte Iced
4861,1,Decaf Coffee
4862,3,Cappucino Iced
4862,1,Latte Iced
4862,1,Mochaccino Iced
4862,1,Cake Of The Day
4863,1,EspressoHot
4863,1,Cappucino Hot
4863,1,EspressoHot
4863,1,EspressoHot
4863,1,EspressoHot
4864,1,V60
4865,1,Cake Of The Day
4866,1,Latte Iced
4866,1,Flat White Hot
4866,2,Latte Hot
4866,1,Latte Iced
4866,1,Americano Iced
4867,1,Americano Hot
4867,1,Latte Iced
4869,1,Cappucino Iced
4869,1,Latte Iced
4870,2,Americano Hot
4870,1,Cappucino Hot
4870,1,Pistachio Croissant
4871,1,V60
4872,2,Americano Iced
4872,1,Americano Iced
4872,1,Decaf Coffee
4874,1,Latte Iced
4874,1,Cappucino Iced
4875,1,Americano Iced
4877,1,Americano Iced
4878,1,Latte Iced
4880,2,Cappucino Iced
4880,1,Cookies
4881,1,Cake Of The Day
4881,1,Americano Iced
4882,1,Flat White Hot
4882,1,Pain Au Suisse
4885,1,EspressoHot
4885,1,Cappucino Hot
4885,1,Plain Croisant
4886,1,Americano Iced
4887,1,Plain Croisant
4887,1,V60
4887,1,Brownies
4887,1,Flat White Hot
4888,1,Cake Of The Day
4889,1,Latte Iced
4890,1,Americano Iced
4891,1,Latte Iced
4892,1,Latte Hot
4893,1,Cappucino Hot
4893,1,Latte Iced
4894,1,Americano Iced
4894,1,Americano Iced
4894,1,Decaf Coffee
4895,1,Latte Iced
4895,1,Pistachio Croissant
4896,1,Cake Of The Day
4898,1,Latte Iced
4900,1,Cappucino Iced
4901,1,Latte Iced
4904,1,Cappucino Hot
4904,1,Americano Hot
4905,1,Latte Iced
4905,1,Cappucino Iced
4907,1,V60
4907,1,Cappucino Hot
4907,1,Pistachio Croissant
4908,1,Pain Au Chocolat
4908,1,Latte Iced
4908,1,Latte Iced
4909,1,Flat White Hot
4909,1,Cake Of The Day
4909,1,Pistachio Croissant
4910,1,EspressoIced
4912,1,Cappucino Iced
4913,1,Latte Iced
4914,1,Cappucino Iced
4916,1,Cappucino Iced
4917,1,Pistachio Croissant
4919,1,Latte Iced
4919,1,Pain Au Chocolat
4920,1,Latte Iced
4921,2,Americano Iced
4922,1,Cappucino Hot
4922,1,Latte Iced
4922,1,Decaf Coffee
4923,1,Latte Iced
4923,1,Latte Iced
4924,1,EspressoHot
4924,1,Decaf Coffee
4925,1,Flat White Hot
4925,1,Latte Iced
4927,1,Latte Iced
4927,1,Cappucino Iced
4928,2,Latte Hot
4931,1,V60
4933,1,Pain Au Chocolat
4933,1,Plain Croisant
4935,1,Cappucino Iced
4935,1,Latte Iced
4935,1,Cappucino Iced
4936,1,Almond Croisant
4936,1,Pistachio Croissant
4938,1,Americano Iced
4938,1,Cappucino Iced
4938,1,Americano Iced
4940,1,Flat White Hot
4940,1,Latte Iced
4940,1,Flat White Hot
4942,1,Cappucino Hot
4943,1,Kuign-amann
4943,1,Pain Au Suisse
4943,1,Cake Of The Day
4943,1,Pistachio Croissant
4944,1,Pistachio Croissant
4944,1,Pain Au Suisse
4944,1,Cake Of The Day
4946,1,Pain Au Chocolat
4946,1,Pistachio Croissant
4946,1,Brownies
4946,1,Plain Croisant
4947,1,V60
4947,1,V60
4951,1,V60
4952,1,Latte Iced
4953,1,V60
4956,1,Cappucino Hot
4957,1,Pain Au Chocolat
4957,1,Almond Croisant
4958,1,V60
4958,1,V60
4958,2,Brownies
4958,1,Cappucino Hot
4958,1,V60
4959,1,PiccoloHot
4959,1,EspressoHot
4959,1,Pain Au Chocolat
4962,1,V60
4962,1,Pistachio Croissant
4962,1,Pistachio Croissant
4962,1,Cappucino Hot
4963,1,Flat White Hot
4964,1,Americano Iced
4966,1,Cappucino Hot
4966,1,PiccoloHot
4966,1,Plain Croisant
4969,1,Latte Hot
4972,1,Latte Hot
4972,1,Plain Croisant
4973,1,Latte Hot
4973,1,Flat White Hot
4973,1,Almond Croisant
4974,1,V60
4974,1,Cake Of The Day
4975,1,Americano Hot
4975,1,Latte Iced
4976,1,Cappucino Hot
4976,1,Americano Hot
4977,1,Americano Iced
4977,1,Cake Of The Day
4980,1,Almond Croisant
4981,1,Magic Latte
4981,1,Flat White Hot
4981,1,EspressoHot
4982,1,Latte Hot
4982,1,Decaf Coffee
4982,1,Americano Hot
4982,1,Americano Iced
4983,1,Latte Iced
4987,1,Latte Iced
4988,1,V60
4988,1,Cake Of The Day
4989,1,Cappucino Hot
4989,1,Americano Iced
4989,1,Latte Hot
4990,1,Magic Latte
4992,1,PiccoloHot
4993,1,Latte Iced
4994,1,Americano Iced
4995,1,Cappucino Iced
4995,1,Cappucino Iced
4996,1,Cake Of The Day
4997,1,Cappucino Hot
4998,1,Latte Hot
4998,1,Longblack Hot
5005,2,Latte Iced
5005,1,Cake Of The Day
5005,1,Macchiato 4ozHot
5006,1,Americano Hot
5006,1,Latte Hot
5007,1,Latte Hot
5007,1,Pistachio Croissant
5010,1,Latte Iced
5010,1,Latte Iced
5011,1,Flat White Iced
5011,1,Americano Iced
5011,1,Decaf Coffee
